Procs,mmap,read
1,19.8039038,19.7252702
2,10.155456000000001,10.376863799999999
4,5.232772,5.2393544
8,2.7840456000000002,2.7565308
16,1.5446292,1.5231966000000001
32,1.0644742,1.070609
64,0.8362164,0.840379
79,0.6185854000000001,0.5996098
