Procs,mmap,read
1,29.36391,29.3559414
2,14.992863,15.008076
4,7.7403506,7.747745
8,3.9960304,4.0100248
16,2.179134,2.180819
32,1.460339,1.4644596
64,1.113966,1.1262581999999999
79,0.763611,0.7581829999999999
