Procs,mmap
1,72305347.0,72408577.0,72410917.0,72603772.0,72684173.0
2,28039144.0,28363637.0,28013934.0,28082227.0,28086126.0
4,14645663.0,14707541.0,14956833.0,14667278.0,14740799.0
8,7590278.0,7739571.0,7658495.0,7649392.0,7651146.0
16,4163313.0,4138413.0,4177670.0,4718669.0,4097673.0
32,2965779.0,2727082.0,2711117.0,2700744.0,2678980.0
64,2367405.0,2789573.0,2841863.0,2679392.0,2200536.0
