Procs,mmap,read
1,150.682157,0.5939748
2,76.439422,1.0919214
4,38.403786600000004,1.1629546
8,19.9317794,1.1551495999999999
16,12.041792000000001,1.2763666
32,5.6045298,1.9278612
64,3.6515478,13.8234388
96,4.4261772,24.932684
