Procs,mmap,read
1,396.342727,395.606387
2,199.0715802,200.7170808
4,100.6215438,100.62294
8,56.427432,56.3669466
16,29.3395568,29.1490218
32,15.300938200000001,14.6491294
64,9.1157618,7.6987676
96,12.375913800000001,12.493237200000001
